"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"57036099999","2025-01-01","34.447119","108.751592","479.14","XIANYANG, CH","  36.3","24","  18.1","24","9999.9"," 0","999.9"," 0","  5.9","24","  2.6","24","  5.8","999.9","  53.6","*","  23.0","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-02","34.447119","108.751592","479.14","XIANYANG, CH","  35.8","24","  14.3","24","9999.9"," 0","999.9"," 0","  6.0","24","  5.4","24","  9.7","999.9","  50.0","*","  23.0","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-03","34.447119","108.751592","479.14","XIANYANG, CH","  33.0","24","  13.5","24","9999.9"," 0","999.9"," 0","  6.1","24","  3.7","24","  5.8","999.9","  42.8","*","  26.6","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-04","34.447119","108.751592","479.14","XIANYANG, CH","  32.1","24","  18.3","24","9999.9"," 0","999.9"," 0","  4.6","24","  4.0","24","  9.7","999.9","  44.6","*","  23.0","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-05","34.447119","108.751592","479.14","XIANYANG, CH","  37.1","24","  19.0","24","9999.9"," 0","999.9"," 0","  5.7","24","  4.9","24","  9.7","999.9","  57.2","*","  21.2","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-06","34.447119","108.751592","479.14","XIANYANG, CH","  31.6","24","  11.5","24","9999.9"," 0","999.9"," 0","  6.2","24","  3.8","24"," 11.7","999.9","  46.4","*","  19.4","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-07","34.447119","108.751592","479.14","XIANYANG, CH","  31.8","23","  10.5","23","9999.9"," 0","999.9"," 0","  6.2","23","  3.0","23","  3.9","999.9","  46.4","*","  17.6","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-08","34.447119","108.751592","479.14","XIANYANG, CH","  31.8","24","  12.4","24","9999.9"," 0","999.9"," 0","  6.2","24","  3.9","24","  7.8","999.9","  44.6","*","  17.6","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-09","34.447119","108.751592","479.14","XIANYANG, CH","  28.4","23","   7.7","23","9999.9"," 0","999.9"," 0","  6.2","23","  5.0","23","  9.7","999.9","  41.0","*","  19.4","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-10","34.447119","108.751592","479.14","XIANYANG, CH","  34.1","24","  13.2","24","9999.9"," 0","999.9"," 0","  6.2","24","  5.9","24"," 13.6"," 21.4","  44.6","*","  23.0","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-11","34.447119","108.751592","479.14","XIANYANG, CH","  38.5","24","  14.9","24","9999.9"," 0","999.9"," 0","  6.2","24","  6.0","24"," 13.6","999.9","  53.6","*","  24.8","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-12","34.447119","108.751592","479.14","XIANYANG, CH","  30.2","24","  14.2","24","9999.9"," 0","999.9"," 0","  6.1","24","  4.0","24"," 11.7","999.9","  42.8","*","  21.2","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-13","34.447119","108.751592","479.14","XIANYANG, CH","  34.9","24","  18.7","24","9999.9"," 0","999.9"," 0","  5.4","24","  2.3","24","  3.9","999.9","  51.8","*","  21.2","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-14","34.447119","108.751592","479.14","XIANYANG, CH","  33.3","24","  11.2","24","9999.9"," 0","999.9"," 0","  5.6","24","  4.6","24","  7.8","999.9","  46.4","*","  23.0","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-15","34.447119","108.751592","479.14","XIANYANG, CH","  28.6","24","   5.7","24","9999.9"," 0","999.9"," 0","  6.2","24","  3.7","24","  5.8","999.9","  37.4","*","  19.4","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-16","34.447119","108.751592","479.14","XIANYANG, CH","  28.6","24","  12.2","24","9999.9"," 0","999.9"," 0","  6.1","24","  2.9","24","  5.8","999.9","  44.6","*","  15.8","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-17","34.447119","108.751592","479.14","XIANYANG, CH","  32.7","24","  10.8","24","9999.9"," 0","999.9"," 0","  6.0","24","  3.5","24","  5.8","999.9","  41.0","*","  17.6","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-18","34.447119","108.751592","479.14","XIANYANG, CH","  36.5","24","  11.8","24","9999.9"," 0","999.9"," 0","  6.0","24","  3.7","24","  7.8","999.9","  57.2","*","  21.2","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-19","34.447119","108.751592","479.14","XIANYANG, CH","  35.7","24","  16.5","24","9999.9"," 0","999.9"," 0","  5.4","24","  3.0","24","  7.8","999.9","  51.8","*","  19.4","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-20","34.447119","108.751592","479.14","XIANYANG, CH","  36.0","24","  18.4","24","9999.9"," 0","999.9"," 0","  3.4","24","  2.9","24","  5.8","999.9","  53.6","*","  21.2","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-21","34.447119","108.751592","479.14","XIANYANG, CH","  38.1","24","  17.9","24","9999.9"," 0","999.9"," 0","  3.7","24","  3.0","24","  5.8","999.9","  51.8","*","  26.6","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-22","34.447119","108.751592","479.14","XIANYANG, CH","  41.3","23","  21.9","23","9999.9"," 0","999.9"," 0","  2.9","23","  4.1","23","  7.8","999.9","  50.0","*","  26.6","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-23","34.447119","108.751592","479.14","XIANYANG, CH","  38.3","22","  27.8","22","9999.9"," 0","999.9"," 0","  2.3","22","  6.8","22"," 11.7","999.9","  41.0","*","  33.8","*","99.99"," ","999.9","010000"
"57036099999","2025-01-24","34.447119","108.751592","479.14","XIANYANG, CH","  32.3","24","  30.4","24","9999.9"," 0","999.9"," 0","  1.1","24","  4.0","24"," 13.6","999.9","  33.8","*","  32.0","*","99.99"," ","999.9","111000"
"57036099999","2025-01-25","34.447119","108.751592","479.14","XIANYANG, CH","  32.6","24","  22.4","24","9999.9"," 0","999.9"," 0","  4.8","24"," 10.0","24"," 13.6","999.9","  35.6","*","  26.6","*","99.99"," ","999.9","011000"
"57036099999","2025-01-26","34.447119","108.751592","479.14","XIANYANG, CH","  27.3","24","  10.5","24","9999.9"," 0","999.9"," 0","  6.2","24","  4.8","24","  7.8","999.9","  35.6","*","  17.6","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-27","34.447119","108.751592","479.14","XIANYANG, CH","  23.4","24","  11.7","24","9999.9"," 0","999.9"," 0","  6.2","24","  4.0","24","  7.8","999.9","  33.8","*","  14.0","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-28","34.447119","108.751592","479.14","XIANYANG, CH","  26.5","24","  16.2","24","9999.9"," 0","999.9"," 0","  4.3","24","  2.7","24","  7.8","999.9","  39.2","*","  15.8","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-29","34.447119","108.751592","479.14","XIANYANG, CH","  27.7","24","  19.8","24","9999.9"," 0","999.9"," 0","  3.6","24","  3.5","24","  7.8","999.9","  37.4","*","  21.2","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-30","34.447119","108.751592","479.14","XIANYANG, CH","  34.2","24","  25.1","24","9999.9"," 0","999.9"," 0","  2.1","24","  2.9","24","  5.8","999.9","  41.0","*","  21.2","*"," 0.00","I","999.9","000000"
"57036099999","2025-01-31","34.447119","108.751592","479.14","XIANYANG, CH","  36.1","23","  27.9","23","9999.9"," 0","999.9"," 0","  1.9","23","  3.8","23","  5.8","999.9","  44.6","*","  30.2","*"," 0.00","I","999.9","000000"
"57036099999","2025-02-01","34.447119","108.751592","479.14","XIANYANG, CH","  33.7","24","  28.0","24","9999.9"," 0","999.9"," 0","  1.7","24","  3.6","24","  7.8","999.9","  39.2","*","  30.2","*"," 0.00","I","999.9","000000"
"57036099999","2025-02-02","34.447119","108.751592","479.14","XIANYANG, CH","  40.7","24","  19.8","24","9999.9"," 0","999.9"," 0","  4.9","24","  4.9","24","  9.7","999.9","  48.2","*","  32.0","*"," 0.00","I","999.9","000000"
