"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"76656099999","2025-01-08","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  57.0"," 7","  48.0"," 7","1019.8"," 7","853.8"," 7"," 13.3"," 7","  1.4"," 7","  3.9","999.9","  68.4","*","  50.7","*"," 0.00","G","999.9","000000"
"76656099999","2025-01-09","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  58.1"," 5","  51.9"," 5","1016.0"," 5","851.5"," 5"," 12.9"," 5","  1.9"," 5","  7.8","999.9","  77.0"," ","  50.0"," "," 0.00","G","999.9","000000"
"76656099999","2025-01-10","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  59.6"," 6","  53.7"," 6","1013.8"," 6","850.2"," 6"," 10.6"," 6","  1.9"," 6","  3.9","999.9","  78.4"," ","  52.2"," "," 0.00","G","999.9","010000"
"76656099999","2025-01-14","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  62.1"," 6","  55.4"," 6","9999.9"," 0","855.3"," 6"," 11.2"," 6","  1.9"," 6","  3.9","999.9","  79.9"," ","  56.5"," "," 0.00","G","999.9","000000"
"76656099999","2025-01-15","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  60.3"," 6","  50.6"," 6","1022.2"," 6","856.0"," 6"," 13.6"," 6","  1.6"," 6","  3.9","999.9","  81.3"," ","  50.4"," "," 0.00","G","999.9","000000"
"76656099999","2025-01-16","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  59.4"," 6","  48.8"," 6","9999.9"," 0","856.0"," 6"," 13.6"," 6","  2.3"," 6","  3.9","999.9","  76.3"," ","  48.2"," "," 0.00","I","999.9","000000"
"76656099999","2025-01-17","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  61.6"," 5","  53.8"," 5","9999.9"," 0","855.5"," 5"," 14.4"," 5","  1.6"," 5","  3.9","999.9","  87.8"," ","  48.2"," "," 0.00","G","999.9","000000"
"76656099999","2025-01-18","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  59.8"," 5","  50.7"," 5","9999.9"," 0","854.5"," 5"," 14.0"," 5","  1.6"," 5","  3.9","999.9","  82.4"," ","  47.5"," "," 0.00","I","999.9","000000"
"76656099999","2025-01-20","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  57.3"," 7","  49.7"," 7","9999.9"," 0","852.4"," 7"," 13.7"," 7","  1.1"," 7","  3.9","999.9","  86.7"," ","  47.1"," "," 0.00","G","999.9","000000"
"76656099999","2025-01-21","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  52.6"," 5","  43.6"," 5","9999.9"," 0","854.3"," 5"," 13.2"," 5","  1.9"," 5","  5.8","999.9","  74.5"," ","  42.8"," "," 0.00","I","999.9","000000"
"76656099999","2025-01-22","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  54.9"," 6","  43.5"," 6","9999.9"," 0","854.2"," 6"," 14.1"," 6","  1.3"," 6","  3.9","999.9","  72.3","*","  43.5","*"," 0.00","I","999.9","000000"
"76656099999","2025-01-23","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  56.6"," 5","  44.5"," 5","9999.9"," 0","854.3"," 5"," 14.0"," 5","  0.8"," 5","  1.9","999.9","  73.4"," ","  41.0"," "," 0.00","I","999.9","000000"
"76656099999","2025-01-24","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  55.7"," 6","  45.8"," 6","9999.9"," 0","854.3"," 6"," 13.8"," 6","  1.3"," 6","  3.9","999.9","  73.4"," ","  44.6"," "," 0.00","I","999.9","000000"
"76656099999","2025-01-25","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  50.0"," 4","  46.4"," 4","9999.9"," 0","853.8"," 4"," 12.6"," 4","  0.0"," 4","999.9","999.9","  56.5","*","  47.5","*"," 0.00","G","999.9","000000"
"76656099999","2025-01-27","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  59.4"," 7","  49.5"," 7","9999.9"," 0","853.7"," 7"," 13.7"," 7","  1.9"," 7","  3.9","999.9","  73.0","*","  51.1","*"," 0.00","G","999.9","000000"
"76656099999","2025-01-28","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  60.1"," 6","  50.2"," 6","9999.9"," 0","851.8"," 6"," 13.9"," 6","  0.6"," 6","  1.9","999.9","  79.9"," ","  48.2"," "," 0.00","I","999.9","000000"
"76656099999","2025-01-29","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  57.9"," 6","  49.6"," 6","9999.9"," 0","852.2"," 6"," 13.2"," 6","  0.0"," 6","999.9","999.9","  78.8"," ","  46.8"," "," 0.00","I","999.9","000000"
"76656099999","2025-01-30","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  57.9"," 6","  46.0"," 6","9999.9"," 0","852.4"," 6"," 14.1"," 6","  1.6"," 6","  3.9","999.9","  76.3","*","  45.0","*"," 0.00","I","999.9","000000"
"76656099999","2025-01-31","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  57.1"," 6","  48.0"," 6","9999.9"," 0","852.6"," 6"," 13.9"," 6","  0.3"," 6","  1.9","999.9","  78.8"," ","  44.6"," "," 0.00","I","999.9","000000"
"76656099999","2025-02-01","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  56.6"," 7","  46.6"," 7","9999.9"," 0","853.2"," 7"," 13.7"," 7","  0.8"," 7","  3.9","999.9","  76.6","*","  46.4","*"," 0.00","G","999.9","000000"
"76656099999","2025-02-03","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  59.1"," 7","  43.9"," 7","9999.9"," 0","852.5"," 6"," 13.7"," 7","  1.4"," 7","  3.9","999.9","  87.8"," ","  46.4"," "," 0.00","G","999.9","000000"
"76656099999","2025-02-04","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  60.7"," 6","  43.2"," 6","9999.9"," 0","852.7"," 6"," 14.1"," 6","  1.9"," 6","  3.9","999.9","  78.8"," ","  47.8"," "," 0.00","I","999.9","000000"
"76656099999","2025-02-05","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  59.8"," 6","  46.4"," 6","9999.9"," 0","852.9"," 6"," 14.1"," 6","  1.3"," 6","  3.9","999.9","  80.6"," ","  48.2"," "," 0.00","I","999.9","000000"
"76656099999","2025-02-06","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  59.9"," 6","  48.6"," 6","9999.9"," 0","853.1"," 6"," 14.1"," 6","  1.0"," 6","  3.9","999.9","  79.2"," ","  47.8"," "," 0.00","I","999.9","000000"
"76656099999","2025-02-07","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  60.3"," 7","  48.9"," 7","9999.9"," 0","852.7"," 7"," 13.7"," 7","  1.7"," 7","  3.9","999.9","  89.2"," ","  50.7"," "," 0.00","G","999.9","000000"
"76656099999","2025-02-08","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  60.7"," 7","  53.5"," 7","9999.9"," 0","852.6"," 7"," 13.7"," 7","  0.3"," 7","  1.9","999.9","  89.6"," ","  50.7"," "," 0.00","G","999.9","000000"
"76656099999","2025-02-10","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  62.2"," 6","  53.3"," 6","9999.9"," 0","854.4"," 6"," 14.1"," 6","  0.6"," 6","  1.9","999.9","  81.0"," ","  50.7"," "," 0.00","G","999.9","000000"
"76656099999","2025-02-11","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  60.1"," 5","  48.8"," 5","9999.9"," 0","851.6"," 5"," 13.8"," 5","  0.8"," 5","  3.9","999.9","  74.5","*","  51.4","*"," 0.00","I","999.9","000000"
"76656099999","2025-02-12","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  63.0"," 6","  50.9"," 6","9999.9"," 0","850.0"," 6"," 12.8"," 6","  1.9"," 6","  3.9","999.9","  79.2"," ","  51.4"," "," 0.00","I","999.9","100000"
"76656099999","2025-02-13","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  61.3"," 6","  48.7"," 6","9999.9"," 0","852.8"," 6"," 14.1"," 6","  1.9"," 6","  3.9","999.9","  79.2"," ","  49.6"," "," 0.00","I","999.9","000000"
"76656099999","2025-02-14","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  55.8"," 5","  49.9"," 5","9999.9"," 0","854.6"," 5"," 13.2"," 5","  0.4"," 5","  1.9","999.9","  67.6","*","  49.6","*"," 0.00","G","999.9","000000"
"76656099999","2025-02-15","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  55.4"," 5","  49.0"," 5","9999.9"," 0","853.6"," 5"," 13.2"," 5","  0.0"," 5","999.9","999.9","  70.2","*","  48.6","*"," 0.00","G","999.9","000000"
"76656099999","2025-02-17","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  61.5"," 7","  52.8"," 7","9999.9"," 0","852.9"," 7"," 13.7"," 7","  0.8"," 7","  3.9","999.9","  88.9"," ","  51.8"," "," 0.00","G","999.9","000000"
"76656099999","2025-02-18","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  61.5"," 7","  53.6"," 7","9999.9"," 0","852.1"," 7"," 13.1"," 7","  0.6"," 7","  1.9","999.9","  87.1"," ","  52.5"," "," 0.00","G","999.9","000000"
"76656099999","2025-02-19","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  65.9"," 6","  54.4"," 6","9999.9"," 0","853.4"," 6"," 13.9"," 6","  1.9"," 6","  5.8","999.9","  79.9"," ","  56.8"," "," 0.00","I","999.9","000000"
"76656099999","2025-02-20","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  61.1"," 7","  52.5"," 7","9999.9"," 0","852.2"," 7"," 13.3"," 7","  2.2"," 7","  7.8","999.9","  89.2"," ","  51.8"," "," 0.02","G","999.9","000000"
"76656099999","2025-02-21","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  61.5"," 7","  52.8"," 7","9999.9"," 0","853.8"," 7"," 13.2"," 7","  0.8"," 7","  3.9","999.9","  82.8"," ","  51.8"," "," 0.00","G","999.9","000000"
"76656099999","2025-02-24","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  63.7"," 7","  46.3"," 7","9999.9"," 0","852.2"," 7"," 11.4"," 7","  3.9"," 7","  5.8","999.9","  77.4","*","  54.7","*"," 0.00","G","999.9","000000"
"76656099999","2025-02-25","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  62.2"," 6","  48.8"," 6","9999.9"," 0","851.3"," 6"," 12.9"," 6","  1.0"," 6","  3.9","999.9","  84.9"," ","  48.6"," "," 0.00","I","999.9","000000"
"76656099999","2025-02-26","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  66.0"," 6","  54.2"," 6","9999.9"," 0","851.7"," 6"," 11.3"," 6","  1.9"," 6","  5.8","999.9","  82.0"," ","  54.0"," "," 0.00","I","999.9","000000"
"76656099999","2025-02-27","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  56.9"," 5","  47.1"," 5","9999.9"," 0","852.2"," 5"," 13.2"," 5","  0.8"," 5","  1.9","999.9","  74.5","*","  47.5","*"," 0.00","I","999.9","000000"
"76656099999","2025-03-01","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  62.0"," 7","  51.7"," 7","9999.9"," 0","852.5"," 7"," 13.7"," 7","  1.4"," 7","  5.8","999.9","  90.0"," ","  50.4"," "," 0.00","G","999.9","000000"
"76656099999","2025-03-03","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  63.8"," 6","  51.9"," 5","9999.9"," 0","852.2"," 6"," 14.1"," 6","  2.3"," 6"," 11.7","999.9","  82.8","*","  50.4","*"," 0.00","G","999.9","000000"
"76656099999","2025-03-04","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  66.4"," 6","  46.0"," 6","9999.9"," 0","851.3"," 6"," 12.6"," 6","  2.3"," 6","  3.9","999.9","  87.8"," ","  50.4"," "," 0.00","I","999.9","000000"
"76656099999","2025-03-05","19.7166666","-103.4666666","1515.0","CIUDAD GUZMAN JAL., MX","  61.4"," 6","  45.6"," 6","9999.9"," 0","850.5"," 6"," 12.9"," 6","  0.0"," 6","999.9","999.9","  81.7","*","  47.5","*"," 0.00","G","999.9","000000"
