"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72534014819","2025-01-01","41.78412","-87.75514","185.8","CHICAGO MIDWAY AIRPORT, IL US","  32.3","24","  22.2","24","1017.8","21","994.8","23"," 10.0","24"," 12.4","24"," 15.9"," 27.0","  36.0","*","  28.4","*"," 0.41","G","999.9","001000"
"72534014819","2025-01-02","41.78412","-87.75514","185.8","CHICAGO MIDWAY AIRPORT, IL US","  28.4","24","  14.7","24","1024.6","23","000.8","23","  9.8","24","  9.3","24"," 15.0"," 25.1","  33.1"," ","  25.0"," "," 0.00","G","999.9","001000"
"72534014819","2025-01-03","41.78412","-87.75514","185.8","CHICAGO MIDWAY AIRPORT, IL US","  25.5","24","  14.1","24","1024.9","22","000.9","23","  9.4","24"," 10.4","24"," 15.9"," 24.1","  28.9"," ","  21.9"," "," 0.00","G","999.9","001000"
"72534014819","2025-01-04","41.78412","-87.75514","185.8","CHICAGO MIDWAY AIRPORT, IL US","  19.6","24","   2.9","24","1028.4","24","004.1","23"," 10.0","24","  9.0","24"," 13.0"," 15.9","  26.1"," ","  14.0"," "," 0.00","G","999.9","000000"
"72534014819","2025-01-05","41.78412","-87.75514","185.8","CHICAGO MIDWAY AIRPORT, IL US","  20.2","24","   1.8","24","1025.9","23","001.3","23"," 10.0","24","  6.8","24"," 11.1"," 17.1","  26.1"," ","  17.1"," "," 0.00","G","999.9","000000"
"72534014819","2025-01-06","41.78412","-87.75514","185.8","CHICAGO MIDWAY AIRPORT, IL US","  28.0","24","  21.6","24","1020.6","14","996.8","24","  8.6","24"," 13.5","24"," 19.0"," 28.9","  32.0"," ","  21.9"," "," 0.01","G","999.9","011000"
"72534014819","2025-01-07","41.78412","-87.75514","185.8","CHICAGO MIDWAY AIRPORT, IL US","  23.7","24","  12.7","24","1030.9","22","006.5","23"," 10.0","24","  8.3","24"," 15.9"," 24.1","  28.9"," ","  17.1"," "," 0.00","G","999.9","001000"
"72534014819","2025-01-08","41.78412","-87.75514","185.8","CHICAGO MIDWAY AIRPORT, IL US","  21.5","24","   8.5","24","1029.4","24","005.0","23"," 10.0","24","  6.1","24","  9.9","999.9","  28.0"," ","  15.1"," "," 0.00","G","999.9","000000"
"72534014819","2025-01-09","41.78412","-87.75514","185.8","CHICAGO MIDWAY AIRPORT, IL US","  21.2","24","   7.0","24","1025.5","24","001.3","23"," 10.0","24","  6.3","24"," 12.0"," 27.0","  28.9"," ","  15.1"," "," 0.00","G","999.9","000000"
"72534014819","2025-01-10","41.78412","-87.75514","185.8","CHICAGO MIDWAY AIRPORT, IL US","  25.4","24","  18.7","24","1018.9","16","992.6","23","  5.1","24","  8.7","24"," 12.0"," 21.0","  30.0"," ","  21.0"," "," 0.00","G","  1.2","101000"
