"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"64456099999","2025-06-21","-0.0166667","15.65","380.0","MAKOUA, CF","  84.5"," 4","  74.0"," 4","9999.9"," 0","999.9"," 0","  6.2"," 4","  3.1"," 4","  4.1","999.9","  89.2"," ","  80.6","*"," 0.00","I","999.9","100000"
"64456099999","2025-06-22","-0.0166667","15.65","380.0","MAKOUA, CF","  80.8"," 5","  72.9"," 5","9999.9"," 0","999.9"," 0","  5.3"," 5","  4.1"," 5","  4.1","999.9","  88.7"," ","  71.6","*"," 0.00","I","999.9","000000"
"64456099999","2025-06-23","-0.0166667","15.65","380.0","MAKOUA, CF","  79.9"," 5","  73.4"," 5","9999.9"," 0","999.9"," 0","  5.0"," 5","  2.8"," 5","  4.1","999.9","  89.6"," ","  71.6","*"," 0.12","E","999.9","100010"
"64456099999","2025-06-24","-0.0166667","15.65","380.0","MAKOUA, CF","  81.5"," 5","  73.7"," 5","9999.9"," 0","999.9"," 0","  5.5"," 5","  2.0"," 5","  4.1","999.9","  90.5"," ","  71.6","*"," 0.00","I","999.9","000000"
"64456099999","2025-06-25","-0.0166667","15.65","380.0","MAKOUA, CF","  71.9"," 5","  71.4"," 5","9999.9"," 0","999.9"," 0","  5.6"," 5","  3.6"," 5","  6.0","999.9","  76.1"," ","  69.8","*"," 0.28","G","999.9","010010"
"64456099999","2025-06-26","-0.0166667","15.65","380.0","MAKOUA, CF","  82.0"," 5","  73.6"," 5","9999.9"," 0","999.9"," 0","  5.0"," 5","  2.8"," 5","  4.1","999.9","  90.5"," ","  68.9","*"," 1.54","G","999.9","100000"
"64456099999","2025-06-30","-0.0166667","15.65","380.0","MAKOUA, CF","  77.1"," 4","  72.6"," 4","9999.9"," 0","999.9"," 0","  4.7"," 4","  3.0"," 4","  6.0","999.9","  84.2","*","  69.8","*"," 0.00","I","999.9","100000"
"64456099999","2025-07-01","-0.0166667","15.65","380.0","MAKOUA, CF","  78.7"," 5","  72.5"," 5","9999.9"," 0","999.9"," 0","  5.0"," 5","  1.6"," 5","  4.1","999.9","  87.8"," ","  68.7","*"," 0.00","I","999.9","100000"
"64456099999","2025-07-02","-0.0166667","15.65","380.0","MAKOUA, CF","  80.3"," 5","  72.6"," 5","9999.9"," 0","999.9"," 0","  6.2"," 5","  2.4"," 5","  4.1","999.9","  86.4"," ","  69.8","*"," 0.00","E","999.9","000000"
"64456099999","2025-07-03","-0.0166667","15.65","380.0","MAKOUA, CF","  77.9"," 4","  72.7"," 4","9999.9"," 0","999.9"," 0","  6.2"," 4","  2.5"," 4","  4.1","999.9","  82.4"," ","  76.1","*"," 0.00","I","999.9","000000"
"64456099999","2025-07-04","-0.0166667","15.65","380.0","MAKOUA, CF","  78.0"," 5","  72.4"," 5","9999.9"," 0","999.9"," 0","  5.5"," 5","  3.3"," 5","  4.1","999.9","  87.8"," ","  69.8","*"," 0.00","I","999.9","000000"
"64456099999","2025-07-06","-0.0166667","15.65","380.0","MAKOUA, CF","  78.2"," 5","  72.4"," 5","9999.9"," 0","999.9"," 0","  5.0"," 5","  2.0"," 5","  6.0","999.9","  86.9"," ","  69.8","*"," 0.00","I","999.9","100000"
"64456099999","2025-07-07","-0.0166667","15.65","380.0","MAKOUA, CF","  78.8"," 5","  73.2"," 5","9999.9"," 0","999.9"," 0","  5.0"," 5","  2.0"," 5","  4.1","999.9","  87.8"," ","  71.6","*"," 0.01","G","999.9","100000"
"64456099999","2025-07-08","-0.0166667","15.65","380.0","MAKOUA, CF","  75.8"," 5","  72.2"," 5","9999.9"," 0","999.9"," 0","  6.2"," 5","  4.0"," 5","  6.0","999.9","  82.4"," ","  68.9","*"," 0.00","G","999.9","000000"
